loss,grad_norm,learning_rate,rewards/chosen,rewards/rejected,rewards/accuracies,rewards/margins,logps/chosen,logps/rejected,logits/chosen,logits/rejected,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,eval_rewards/chosen,eval_rewards/rejected,eval_rewards/accuracies,eval_rewards/margins,eval_logps/chosen,eval_logps/rejected,eval_logits/chosen,eval_logits/rejected,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.6425,805.9092407226562,4.955223880597016e-06,0.1773553490638733,-0.06152495741844177,0.6000000238418579,0.23888032138347626,-849.9267578125,-838.5364379882812,747.9176025390625,748.0264892578125,0.04975124378109453,10,,,,,,,,,,,,,,,,,
1.0829,1021.2431640625,4.905472636815921e-06,-0.288512259721756,0.22426848113536835,0.25,-0.5127807855606079,-856.6375122070312,-860.8894653320312,747.7278442382812,747.8073120117188,0.09950248756218906,20,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.09950248756218906,20,0.9364659190177917,1.0794,212.147,26.866,-0.24082154035568237,-0.035140857100486755,0.44051721692085266,-0.2056806981563568,-875.8170166015625,-853.0553588867188,747.6158447265625,748.332763671875,,,,,
0.9941,2086.119140625,4.8557213930348265e-06,-0.3359823524951935,-0.08920105546712875,0.4000000059604645,-0.24678130447864532,-861.8790893554688,-870.3795776367188,747.39013671875,747.4818725585938,0.14925373134328357,30,,,,,,,,,,,,,,,,,
1.0325,1261.8763427734375,4.805970149253732e-06,-0.2445126473903656,0.0852050930261612,0.44999998807907104,-0.3297177255153656,-847.8250122070312,-866.6494140625,748.01953125,747.2244873046875,0.19900497512437812,40,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.19900497512437812,40,0.9575145244598389,1.0907,209.957,26.588,-0.336946576833725,-0.11055135726928711,0.43448278307914734,-0.22639524936676025,-876.7782592773438,-853.8093872070312,747.3034057617188,748.0298461914062,,,,,
0.7869,1629.3431396484375,4.756218905472637e-06,-0.061226796358823776,-0.28683048486709595,0.6000000238418579,0.22560365498065948,-852.4404296875,-856.9296875,747.4951782226562,747.726318359375,0.24875621890547264,50,,,,,,,,,,,,,,,,,
0.8105,1235.5142822265625,4.706467661691543e-06,-0.413931280374527,-0.4992993474006653,0.44999998807907104,0.0853680744767189,-873.9363403320312,-867.1290283203125,747.3240356445312,747.7825927734375,0.29850746268656714,60,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.29850746268656714,60,0.8271305561065674,1.0898,210.127,26.61,-0.40928182005882263,-0.5026988387107849,0.5344827771186829,0.09341700375080109,-877.501708984375,-857.7308959960938,746.9661865234375,747.8060302734375,,,,,
0.8417,2355.46875,4.656716417910448e-06,-0.14506685733795166,-0.2736590504646301,0.4000000059604645,0.12859222292900085,-868.30322265625,-868.04541015625,747.8185424804688,747.4856567382812,0.3482587064676617,70,,,,,,,,,,,,,,,,,
