eps,objective/kl,objective/entropy,objective/non_score_reward,objective/rlhf_reward,objective/scores,policy/approxkl_avg,policy/clipfrac_avg,loss/policy_avg,loss/value_avg,val/clipfrac_avg,policy/entropy_avg,val/ratio,val/ratio_var,val/num_eos_tokens,lr,episode,epoch,step
12,7.7220306396484375,85.20364379882812,-0.7722030878067017,8.395805358886719,9.168008804321289,6.0626540184021,0.4472287893295288,0.41733360290527344,2.8832497596740723,0.4988207519054413,2.8240890502929688,0.7791030406951904,0.012290079146623611,0,4.8207171314741045e-06,160,0.19975031210986266,10
12,21.946273803710938,77.37960815429688,-2.194627285003662,7.260221004486084,9.454848289489746,6.018633842468262,0.4121462404727936,0.29532358050346375,1.1840224266052246,0.41391509771347046,2.6574177742004395,0.7982652187347412,0.003820769488811493,0,4.621513944223108e-06,320,0.3995006242197253,20
12,38.81797790527344,76.17637634277344,-3.8817977905273438,5.674236297607422,9.556034088134766,4.946758270263672,0.3965212106704712,0.3853408396244049,1.1525599956512451,0.349056601524353,2.390406847000122,0.857130765914917,0.017309846356511116,0,4.422310756972112e-06,480,0.599250936329588,30
12,44.71270751953125,44.18147277832031,-4.471270561218262,5.875178337097168,10.34644889831543,3.3772521018981934,0.3001179099082947,0.26459065079689026,1.7243555784225464,0.3567216992378235,1.6866075992584229,0.8638392686843872,0.0014986107125878334,0,4.223107569721116e-06,640,0.7990012484394506,40
12,32.88134765625,18.272567749023438,-3.288134813308716,6.246939659118652,9.535074234008789,2.561415433883667,0.23408019542694092,0.33620506525039673,0.6875835657119751,0.2951061427593231,1.1017866134643555,0.9064491391181946,0.0014098536921665072,0,4.02390438247012e-06,800,0.9987515605493134,50
12,32.78581237792969,15.605911254882812,-3.278581380844116,6.424983978271484,9.70356559753418,2.010608673095703,0.18278302252292633,0.09653938561677933,0.7139787673950195,0.28125,0.8983483910560608,0.7724182605743408,0.0022383416071534157,0,3.824701195219123e-06,960,1.198501872659176,60
12,30.080230712890625,8.570175170898438,-3.0080230236053467,6.37442684173584,9.382450103759766,0.9375687837600708,0.12411556392908096,0.0780581384897232,0.4088665843009949,0.29746460914611816,0.5170836448669434,0.9032758474349976,0.00018983254267368466,0,3.625498007968128e-06,1120,1.3982521847690388,70
12,20.451797485351562,3.551025390625,-2.045179843902588,6.855601787567139,8.900781631469727,0.5034438967704773,0.059846699237823486,0.06537315249443054,0.2704041004180908,0.22936320304870605,0.35069894790649414,0.9742322564125061,0.0009474758990108967,0,3.4262948207171315e-06,1280,1.5980024968789013,80
12,23.021820068359375,1.8265838623046875,-2.302182197570801,6.342595100402832,8.644777297973633,0.33318907022476196,0.06603773683309555,0.04576262831687927,0.12674084305763245,0.19369104504585266,0.2278417944908142,0.90123051404953,0.00023433660680893809,0,3.227091633466136e-06,1440,1.797752808988764,90
12,21.7877197265625,2.7068023681640625,-2.178772211074829,6.486217498779297,8.664989471435547,0.3169769048690796,0.044516511261463165,0.043525587767362595,0.13963443040847778,0.1760023683309555,0.17046017944812775,0.9283938407897949,6.07612200838048e-05,0,3.0278884462151397e-06,1600,1.9975031210986267,100
