eps,objective/kl,objective/entropy,objective/non_score_reward,objective/rlhf_reward,objective/scores,policy/approxkl_avg,policy/clipfrac_avg,loss/policy_avg,loss/value_avg,val/clipfrac_avg,policy/entropy_avg,val/ratio,val/ratio_var,val/num_eos_tokens,lr,episode,epoch,step
8,7.629417419433594,81.85893249511719,-0.7629417181015015,1.69003164768219,2.4529733657836914,1.1125462055206299,0.3378537893295288,0.19208213686943054,0.2613852024078369,0.15860849618911743,1.675990343093872,1.0319485664367676,0.0009722042013891041,0,4.8207171314741045e-06,160,0.19975031210986266,10
8,14.68115234375,68.88336181640625,-1.4681153297424316,1.921278476715088,3.3893938064575195,1.0725618600845337,0.32871460914611816,0.22008687257766724,0.20267128944396973,0.09492924809455872,1.4459911584854126,1.0921918153762817,0.024499522522091866,0,4.621513944223108e-06,320,0.3995006242197253,20
7,16.14439582824707,40.69029235839844,-1.614439606666565,1.2705591917037964,2.8849987983703613,0.6320374011993408,0.22906839847564697,0.12406279146671295,0.17467451095581055,0.09139151126146317,0.9922028183937073,0.959079384803772,0.00035323554766364396,0,4.422310756972112e-06,480,0.599250936329588,30
7,20.0479793548584,30.708417892456055,-2.00479793548584,1.2774381637573242,3.282236099243164,0.5919722318649292,0.1692216992378235,0.09597118198871613,0.21547222137451172,0.0881485790014267,0.7644104957580566,0.9490088224411011,0.000853898876812309,0,4.223107569721116e-06,640,0.7990012484394506,40
7,16.240150451660156,21.00704574584961,-1.624014973640442,1.581518530845642,3.205533504486084,0.3804529905319214,0.13384434580802917,0.05489704757928848,0.1702815592288971,0.052181605249643326,0.5097045302391052,1.0478401184082031,0.006021284032613039,0,4.02390438247012e-06,800,0.9987515605493134,50
7,18.46710205078125,20.794918060302734,-1.846710205078125,1.759490728378296,3.606200933456421,0.3747473955154419,0.14268867671489716,0.060564301908016205,0.12402478605508804,0.06515330076217651,0.4595368504524231,1.055274248123169,0.004983918741345406,0,3.824701195219123e-06,960,1.198501872659176,60
7,19.573219299316406,19.454246520996094,-1.9573218822479248,1.3069984912872314,3.2643203735351562,0.49268388748168945,0.14534199237823486,0.08754238486289978,0.15674029290676117,0.05483490601181984,0.48538169264793396,0.9856081008911133,0.005717893596738577,0,3.625498007968128e-06,1120,1.3982521847690388,70
7,22.233829498291016,15.096328735351562,-2.2233829498291016,1.1696031093597412,3.3929860591888428,0.3819737434387207,0.09905660152435303,0.11559155583381653,0.1800922453403473,0.06721697747707367,0.36188164353370667,1.0371949672698975,0.0010661088163033128,0,3.4262948207171315e-06,1280,1.5980024968789013,80
7,26.327526092529297,7.408969879150391,-2.6327528953552246,1.1735858917236328,3.8063387870788574,0.28767842054367065,0.060141511261463165,0.02885836362838745,0.09907203167676926,0.053066037595272064,0.23509569466114044,0.9970278739929199,0.003026508027687669,0,3.227091633466136e-06,1440,1.797752808988764,90
7,24.850383758544922,5.771854400634766,-2.4850382804870605,1.5477080345153809,4.032746315002441,0.11751112341880798,0.04245283082127571,0.028608758002519608,0.06897025555372238,0.04599056765437126,0.15923544764518738,1.0410311222076416,0.002460438758134842,0,3.0278884462151397e-06,1600,1.9975031210986267,100
7,24.8778018951416,4.306493759155273,-2.4877800941467285,1.3562893867492676,3.844069480895996,0.1671465039253235,0.03567216917872429,0.026218408718705177,0.10926875472068787,0.04363207519054413,0.13426624238491058,0.9696218371391296,4.971383896190673e-05,0,2.828685258964144e-06,1760,2.1972534332084894,110
