eps,objective/kl,objective/entropy,objective/non_score_reward,objective/rlhf_reward,objective/scores,policy/approxkl_avg,policy/clipfrac_avg,loss/policy_avg,loss/value_avg,val/clipfrac_avg,policy/entropy_avg,val/ratio,val/ratio_var,val/num_eos_tokens,lr,episode,epoch,step
10,11.227859497070312,97.72332763671875,-1.1227859258651733,7.192533016204834,8.315319061279297,7.307157516479492,0.5288915038108826,0.25085774064064026,18.49883270263672,0.41008254885673523,2.8857336044311523,0.9212347865104675,0.008971615694463253,0,4.8207171314741045e-06,160,0.19975031210986266,10
10,22.065643310546875,77.29164123535156,-2.206564426422119,1.752490520477295,3.959054946899414,6.150897026062012,0.44693395495414734,0.3008073568344116,2.1011600494384766,0.35465800762176514,2.5260260105133057,0.98997563123703,0.0034496712032705545,0,4.621513944223108e-06,320,0.3995006242197253,20
10,29.404922485351562,32.44621276855469,-2.9404921531677246,5.085573673248291,8.026065826416016,3.5656847953796387,0.3213443458080292,0.20487147569656372,3.433223247528076,0.42010611295700073,1.429201364517212,0.9426666498184204,0.0011678851442411542,0,4.422310756972112e-06,480,0.599250936329588,30
10,28.883712768554688,18.65252685546875,-2.888371229171753,4.504096984863281,7.392467975616455,2.753188133239746,0.2617924213409424,0.1604102998971939,2.0625786781311035,0.32606130838394165,1.126328706741333,0.757344663143158,0.0010331469820812345,0,4.223107569721116e-06,640,0.7990012484394506,40
10,34.62506103515625,17.43572998046875,-3.4625062942504883,1.0575928688049316,4.52009916305542,3.8876545429229736,0.1901533007621765,0.1243365928530693,1.4680395126342773,0.33195754885673523,0.934396505355835,0.750273585319519,0.0008969167247414589,0,4.02390438247012e-06,800,0.9987515605493134,50
11,29.94939422607422,12.012190818786621,-2.9949395656585693,2.527151346206665,5.522090911865234,2.3239212036132812,0.18720519542694092,0.07332148402929306,2.1842894554138184,0.30866745114326477,0.7800692319869995,0.7510277032852173,0.00024024264712352306,0,3.824701195219123e-06,960,1.198501872659176,60
11,39.87853240966797,11.017325401306152,-3.987853527069092,-0.3107907772064209,3.677062749862671,2.789766311645508,0.1603773534297943,0.1524118334054947,1.9537715911865234,0.2597287893295288,0.5948179960250854,0.8706285953521729,0.0007389983511529863,0,3.625498007968128e-06,1120,1.3982521847690388,70
11,52.111480712890625,12.22412109375,-5.211148262023926,-0.26531505584716797,4.945833206176758,1.4675439596176147,0.11586084961891174,0.549383282661438,4.066531181335449,0.24646225571632385,0.48661911487579346,33.241722106933594,34.743045806884766,0,3.4262948207171315e-06,1280,1.5980024968789013,80
11,91.76844787597656,4.4288330078125,-9.17684555053711,-1.710968017578125,7.465877532958984,0.9926655888557434,0.06308962404727936,0.04102684184908867,7.381491661071777,0.3354952931404114,0.24538925290107727,0.9421954154968262,2.789323843899183e-06,0,3.227091633466136e-06,1440,1.797752808988764,90
11,122.81956481933594,2.580352783203125,-12.281956672668457,-6.738434791564941,5.543521881103516,0.3833553194999695,0.05925707519054413,0.024044666439294815,18.393508911132812,0.3735259175300598,0.154059499502182,0.9350175857543945,2.102327016473282e-05,0,3.0278884462151397e-06,1600,1.9975031210986267,100
11,70.33897399902344,4.7295989990234375,-7.033897399902344,0.019442081451416016,7.05333948135376,1.1390070915222168,0.15153300762176514,0.10266898572444916,5.455774307250977,0.31073111295700073,0.2873857617378235,0.9183521866798401,0.00042727834079414606,0,2.828685258964144e-06,1760,2.1972534332084894,110
11,41.40678405761719,5.3222503662109375,-4.140678405761719,3.295952320098877,7.436630725860596,1.925180196762085,0.21137972176074982,0.1740010529756546,1.8506208658218384,0.2800707519054413,0.4099602699279785,0.8556659817695618,0.0014297844609245658,0,2.6294820717131474e-06,1920,2.397003745318352,120
11,44.08966064453125,3.7102813720703125,-4.408966064453125,4.190174102783203,8.599140167236328,1.3239097595214844,0.18926885724067688,0.049886539578437805,1.697706937789917,0.3891509175300598,0.39408111572265625,0.8478711843490601,0.00020642300660256296,0,2.4302788844621517e-06,2080,2.596754057428215,130
11,39.49626159667969,3.243316650390625,-3.9496262073516846,4.419955253601074,8.36958122253418,0.465721070766449,0.12028301507234573,0.05163518711924553,2.5790224075317383,0.34994104504585266,0.2564898729324341,0.8966799378395081,9.967561345547438e-05,0,2.2310756972111555e-06,2240,2.7965043695380776,140
11,42.254119873046875,4.365509033203125,-4.225411891937256,3.365896224975586,7.591308116912842,1.1989374160766602,0.12470518797636032,0.04974118247628212,1.1631710529327393,0.2741745114326477,0.290951132774353,0.9060352444648743,6.635369936702773e-05,0,2.03187250996016e-06,2400,2.9962546816479403,150
11,43.06748962402344,4.55999755859375,-4.306748867034912,4.047365665435791,8.354114532470703,0.6242995262145996,0.09758254885673523,0.13009965419769287,1.8138492107391357,0.2936320900917053,0.29744425415992737,1.016768217086792,0.0053621637634932995,0,1.8326693227091634e-06,2560,3.1960049937578026,160
11,31.351181030273438,1.024810791015625,-3.135118007659912,6.063650608062744,9.198768615722656,0.2519102692604065,0.06338443607091904,0.02675747312605381,3.243783950805664,0.28596699237823486,0.1717866212129593,0.9227113723754883,1.1451572390797082e-05,0,1.6334661354581673e-06,2720,3.3957553058676653,170
11,43.948883056640625,2.005645751953125,-4.394888401031494,2.166639804840088,6.561528205871582,0.3224025368690491,0.048349056392908096,0.040066029876470566,1.906844139099121,0.27476415038108826,0.20501846075057983,0.9223275184631348,0.0001966535928659141,0,1.4342629482071716e-06,2880,3.595505617977528,180
11,40.7872314453125,1.2782135009765625,-4.078722953796387,3.490924835205078,7.569647789001465,0.12402060627937317,0.03773584961891174,0.023707527667284012,2.7179737091064453,0.2414504587650299,0.1274133324623108,0.9493824243545532,2.4667437173775397e-05,0,1.2350597609561754e-06,3040,3.7952559300873907,190
11,38.694061279296875,2.6508941650390625,-3.86940598487854,3.5933635234832764,7.462769508361816,0.8233309984207153,0.0881485790014267,0.022862622514367104,1.4379363059997559,0.21786557137966156,0.18307553231716156,0.9236928224563599,0.000556553655769676,0,1.0358565737051795e-06,3200,3.9950062421972534,200
